loan_id,no_of_dependents,self_employed,income_annum,loan_amount,loan_term,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3075,5, No,5300000,14600000,16,4200000,1600000,11200000,7400000, Approved
3076,3, Yes,1400000,5400000,20,1700000,1300000,2900000,800000, Rejected
3077,2, Yes,1600000,3800000,12,3200000,1400000,5400000,1100000, Rejected
3078,3, Yes,3400000,8500000,6,4200000,4700000,6800000,3700000, Approved
3079,3, No,7800000,28700000,4,7200000,9500000,20100000,11300000, Approved
3080,4, No,7100000,19900000,14,4700000,3200000,19700000,7600000, Approved
3081,1, Yes,6000000,13100000,2,9900000,2200000,13700000,4900000, Rejected
3082,3, Yes,8200000,28900000,10,4400000,14700000,29400000,6800000, Rejected
3083,4, No,3900000,11400000,20,3800000,1100000,13600000,3200000, Approved
3084,5, Yes,8400000,17600000,12,13400000,14500000,24500000,7900000, Rejected
3085,4, No,9700000,19400000,20,6400000,13700000,20300000,12800000, Approved
3086,1, Yes,8300000,26300000,20,22800000,11000000,33200000,8000000, Rejected
3087,4, No,2500000,9900000,16,5500000,2600000,6100000,2300000, Rejected
3088,3, No,6100000,24000000,18,4100000,3400000,16600000,6800000, Approved
3089,3, No,5000000,13000000,10,2900000,3400000,18200000,7200000, Rejected
3090,3, No,9500000,22200000,8,4400000,8600000,24400000,10500000, Approved
3091,2, No,5700000,20500000,8,5800000,4300000,21200000,4900000, Rejected
3092,1, Yes,5000000,12500000,20,4100000,100000,12200000,7400000, Approved
3093,4, Yes,8600000,20600000,16,10800000,10600000,28700000,5400000, Rejected
3094,5, No,1400000,5300000,12,1600000,700000,4400000,700000, Approved
3095,3, No,5900000,21200000,16,11700000,4800000,14800000,7700000, Rejected
3096,4, Yes,4100000,10400000,12,11900000,5900000,16400000,4400000, Approved
3097,3, No,7400000,18500000,8,10400000,8800000,28000000,8400000, Approved
3098,1, Yes,7100000,19300000,16,7200000,0,24300000,3600000, Approved
3099,5, Yes,5300000,18200000,16,14600000,7900000,13400000,4000000, Rejected
3100,2, No,6600000,14100000,2,10800000,11400000,20700000,6000000, Rejected
3101,3, No,2800000,10600000,4,5200000,4700000,6700000,2900000, Approved
3102,1, Yes,1600000,4400000,4,2500000,700000,4300000,2400000, Rejected
3103,0, Yes,8500000,25300000,20,13000000,5100000,23900000,7100000, Approved
3104,1, Yes,5200000,20700000,12,2200000,2600000,16500000,3200000, Approved
3105,2, Yes,6400000,19300000,6,7200000,1800000,19100000,3900000, Rejected
3106,5, No,1300000,2900000,4,1700000,100000,2800000,600000, Rejected
3107,0, No,5600000,11600000,12,15000000,7400000,21800000,7500000, Rejected
3108,3, Yes,9000000,19800000,20,8600000,9200000,25300000,6000000, Rejected
3109,1, Yes,7800000,17200000,4,3700000,12700000,17400000,8500000, Approved
3110,4, Yes,4000000,11000000,8,500000,4700000,10300000,3000000, Approved
3111,0, Yes,700000,1800000,12,1500000,1100000,2200000,300000, Rejected
3112,5, Yes,7300000,18700000,16,6600000,8200000,20000000,5800000, Approved
3113,0, Yes,5200000,15400000,4,15300000,8800000,12800000,2900000, Approved
3114,1, No,6200000,18200000,18,3100000,12000000,19200000,3400000, Rejected
3115,4, No,1100000,3600000,8,2400000,1300000,3800000,1500000, Approved
3116,1, Yes,5600000,13700000,8,10100000,3700000,18500000,4200000, Rejected
3117,5, Yes,3400000,9800000,8,3500000,2900000,8300000,2200000, Approved
3118,4, No,1500000,4900000,16,1800000,1100000,3000000,2000000, Rejected
3119,2, No,5800000,18600000,18,10900000,900000,12300000,6700000, Rejected
3120,4, No,9800000,29400000,8,29100000,16700000,35900000,9000000, Approved
3121,5, No,8300000,23100000,4,5500000,14300000,28400000,5500000, Rejected
3122,4, Yes,500000,1200000,4,0,500000,1800000,700000, Approved
3123,4, No,1900000,6100000,2,2100000,3300000,5400000,2500000, Approved
3124,1, Yes,9700000,24700000,14,13600000,14000000,35500000,6700000, Approved
3125,5, No,1800000,6200000,18,3500000,2400000,6300000,1300000, Rejected
3126,0, Yes,3300000,9700000,14,9800000,4800000,9400000,1900000, Rejected
3127,5, No,900000,2300000,16,1200000,1500000,2100000,900000, Approved
3128,5, Yes,8200000,28900000,4,16500000,3000000,19400000,6800000, Approved
3129,1, Yes,500000,1700000,18,400000,100000,1400000,500000, Approved
3130,5, Yes,1000000,2600000,8,900000,1200000,3500000,900000, Approved
3131,3, No,7100000,27900000,8,8900000,7600000,19600000,6300000, Approved
3132,1, Yes,200000,400000,18,300000,100000,400000,200000, Approved
3133,2, No,3100000,7300000,14,3200000,0,7200000,1500000, Rejected
3134,4, No,700000,2300000,16,1500000,300000,1900000,400000, Approved
3135,3, No,1800000,5700000,2,4800000,0,3700000,2300000, Approved
3136,3, Yes,8400000,27000000,8,15000000,8400000,27000000,12500000, Approved
3137,3, No,7400000,17500000,20,17700000,14000000,27000000,9500000, Rejected
3138,2, Yes,6700000,20200000,6,8800000,12200000,13900000,8200000, Approved
3139,1, Yes,1700000,6000000,16,3900000,1500000,6400000,1800000, Approved
3140,3, Yes,300000,600000,10,300000,200000,1000000,200000, Rejected
3141,1, Yes,3800000,8800000,12,5200000,4700000,12200000,3800000, Approved
3142,5, Yes,1300000,4000000,8,3800000,1300000,3500000,1100000, Rejected
3143,5, Yes,3100000,10900000,12,6100000,3700000,12300000,4100000, Approved
3144,1, Yes,200000,400000,20,400000,100000,300000,0, Approved
3145,2, Yes,8100000,24700000,6,5500000,14300000,27300000,6500000, Approved
3146,1, Yes,8900000,22900000,4,8200000,11600000,17800000,7800000, Approved
3147,5, Yes,4200000,8500000,4,8700000,4600000,10500000,6000000, Rejected
3148,5, Yes,4100000,11100000,18,1700000,3000000,10800000,3000000, Approved
3149,3, No,8300000,25700000,12,24000000,14600000,20400000,5700000, Rejected
3150,3, No,7500000,25200000,8,1000000,800000,18300000,9000000, Rejected
3151,3, No,2100000,7700000,6,700000,4000000,8200000,1300000, Approved
3152,3, No,1400000,3200000,8,2200000,2000000,3600000,2000000, Approved
3153,0, No,6900000,23500000,2,7800000,7300000,23100000,9400000, Approved
3154,0, Yes,2500000,9100000,10,5000000,4700000,7400000,1500000, Approved
3155,3, Yes,3800000,9400000,12,7800000,2800000,14900000,5000000, Rejected
3156,3, Yes,7700000,29300000,10,6800000,6100000,21900000,4200000, Rejected
3157,1, No,3200000,6600000,16,8800000,2600000,6500000,1800000, Rejected
3158,0, Yes,8600000,20000000,10,25400000,10000000,30800000,10300000, Approved
3159,3, Yes,3800000,13700000,16,4800000,400000,12400000,5300000, Approved
3160,3, No,8400000,31100000,18,20600000,14100000,20500000,8500000, Approved
3161,1, No,1600000,5400000,4,4200000,2200000,4200000,1600000, Approved
3162,2, No,7800000,19400000,16,18600000,13300000,24100000,6900000, Rejected
3163,1, Yes,9400000,21000000,12,14100000,2700000,23200000,5600000, Rejected
3164,3, Yes,9900000,26700000,10,22200000,15900000,36800000,6600000, Approved
3165,4, No,2400000,8000000,18,-100000,200000,7600000,3000000, Rejected
3166,2, Yes,7500000,15100000,8,19800000,0,28500000,6700000, Rejected
3167,5, No,3300000,11800000,16,6000000,1500000,9200000,2600000, Approved
3168,2, No,5500000,19000000,2,12500000,1000000,15200000,8100000, Approved
3169,5, No,2400000,7500000,12,2600000,2900000,6100000,1300000, Rejected
3170,1, Yes,8700000,27500000,16,8000000,13400000,23600000,5900000, Approved
3171,1, No,9600000,26000000,16,18500000,16600000,29900000,8400000, Rejected
3172,0, No,8400000,19800000,16,500000,12200000,27400000,10700000, Approved
3173,5, No,9200000,23900000,10,5800000,15300000,35400000,10700000, Rejected
3174,2, Yes,4600000,12600000,2,6300000,6900000,14800000,6500000, Rejected
3175,5, No,7600000,17500000,6,9100000,3500000,15700000,9800000, Rejected
3176,4, No,8500000,17800000,4,6700000,4300000,28600000,8000000, Approved
3177,4, Yes,3100000,8200000,18,2900000,3800000,10800000,3100000, Rejected
3178,3, Yes,4900000,13100000,18,5700000,4100000,16400000,3600000, Rejected
3179,5, Yes,5800000,14000000,14,3900000,10400000,15100000,6800000, Rejected
3180,0, No,5700000,21300000,4,3000000,6800000,20000000,5500000, Approved
3181,4, No,3200000,12200000,14,-100000,1100000,7500000,2900000, Rejected
3182,4, Yes,8000000,31500000,16,14900000,8800000,17600000,8900000, Approved
3183,4, No,5000000,11400000,6,1600000,4000000,15500000,2500000, Rejected
3184,2, Yes,2900000,8300000,10,7500000,1900000,9700000,4300000, Approved
3185,2, No,6400000,23900000,18,14800000,4000000,16300000,7000000, Approved
3186,5, No,6300000,22500000,18,300000,3900000,23100000,8000000, Approved
3187,0, No,5900000,23300000,16,2200000,8100000,14900000,5800000, Approved
3188,1, No,8100000,29600000,4,8200000,5100000,21100000,5400000, Approved
3189,5, Yes,7100000,20100000,4,16900000,2900000,15600000,4500000, Approved
3190,1, No,1400000,4400000,14,1600000,1200000,4200000,800000, Approved
3191,3, Yes,2300000,8000000,8,4200000,3800000,7300000,1200000, Rejected
3192,1, No,7400000,16100000,4,22000000,12900000,25300000,4300000, Approved
3193,0, Yes,5300000,13300000,12,4200000,2500000,18000000,7100000, Approved
3194,5, Yes,7700000,16400000,2,1100000,14800000,15800000,3900000, Approved
3195,0, No,5000000,10700000,16,1600000,1100000,15700000,4800000, Approved
3196,5, Yes,6000000,12300000,12,11400000,5300000,13800000,7300000, Approved
3197,0, No,1400000,2700000,2,3400000,800000,5400000,1300000, Approved
3198,5, Yes,9400000,23100000,6,12400000,10200000,22300000,6600000, Approved
3199,3, No,5200000,17200000,18,9200000,5500000,11700000,3800000, Approved
3200,0, No,3100000,11100000,8,3500000,4600000,11400000,1800000, Rejected
3201,3, Yes,8400000,20500000,12,22900000,10500000,17600000,11200000, Approved
3202,0, No,1200000,2900000,18,400000,1200000,2900000,600000, Rejected
3203,5, Yes,4800000,13100000,6,8300000,8900000,18300000,2800000, Approved
3204,5, Yes,9200000,34200000,4,500000,13900000,23600000,12300000, Approved
3205,2, No,5300000,10900000,6,14600000,3500000,18700000,3200000, Approved
3206,3, No,4700000,10900000,2,9200000,2300000,14600000,5200000, Approved
3207,0, No,6500000,24700000,6,2700000,1100000,22700000,9600000, Approved
3208,4, Yes,3200000,11500000,20,8700000,5000000,12100000,4100000, Approved
3209,4, No,4600000,12500000,6,10800000,200000,14000000,6800000, Rejected
3210,5, No,700000,1800000,10,1300000,100000,1500000,300000, Approved
3211,5, Yes,7600000,16500000,8,8900000,10300000,24900000,8300000, Rejected
3212,4, No,1200000,2600000,8,1600000,2100000,2700000,900000, Approved
3213,2, No,5100000,16500000,12,12100000,9000000,11400000,5700000, Approved
3214,1, Yes,4300000,16300000,14,400000,400000,10200000,4000000, Rejected
3215,4, No,300000,1200000,18,700000,100000,800000,100000, Rejected
3216,2, Yes,4000000,13000000,10,3700000,1600000,15600000,3400000, Approved
3217,5, No,3900000,14900000,12,1100000,500000,14400000,3600000, Approved
3218,0, Yes,6900000,21300000,18,17400000,5600000,21400000,6600000, Approved
3219,4, Yes,7000000,24100000,10,18800000,6000000,21600000,6300000, Approved
3220,1, No,6300000,18300000,20,13000000,1300000,23000000,9200000, Rejected
3221,3, Yes,8900000,22500000,12,23300000,10800000,33500000,9500000, Approved
3222,0, Yes,5700000,19400000,8,4300000,6400000,19900000,5800000, Rejected
3223,4, Yes,5200000,18300000,10,400000,3800000,10600000,3400000, Rejected
3224,4, No,7400000,17500000,4,8800000,7600000,17900000,3600000, Rejected
3225,5, No,6500000,16000000,14,1100000,7900000,23100000,7900000, Rejected
3226,3, No,6200000,14900000,14,1200000,9100000,20800000,8800000, Approved
3227,5, Yes,2400000,6500000,20,6400000,2100000,5200000,2600000, Rejected
3228,0, No,2500000,7100000,10,4000000,800000,6100000,2600000, Approved
3229,2, Yes,2700000,8500000,20,4900000,4500000,5900000,2100000, Rejected
3230,5, No,3000000,7600000,6,2300000,3500000,11400000,1700000, Rejected
3231,4, Yes,6100000,13600000,4,10700000,2000000,20500000,3900000, Rejected
3232,3, No,1500000,5400000,18,200000,400000,4500000,1700000, Approved
3233,2, No,6500000,14100000,14,4600000,12000000,25100000,3900000, Approved
3234,4, No,200000,700000,10,500000,100000,400000,300000, Approved
3235,1, No,9900000,23400000,16,28200000,3700000,29600000,8200000, Approved
3236,4, No,5500000,11600000,12,1800000,2400000,20100000,5600000, Rejected
3237,4, No,1200000,4400000,6,2800000,2300000,4100000,1700000, Approved
3238,4, Yes,6900000,20200000,18,9600000,6200000,26800000,5700000, Rejected
3239,3, Yes,8000000,25300000,4,22300000,7300000,24400000,6600000, Approved
3240,3, Yes,4100000,13900000,20,1900000,2300000,15800000,3800000, Rejected
3241,2, No,1400000,4700000,20,400000,2300000,2800000,1400000, Approved
3242,4, Yes,1600000,3200000,20,1600000,2300000,4600000,1000000, Rejected
3243,1, No,2100000,4200000,12,2700000,2100000,8100000,2500000, Rejected
3244,1, No,8800000,30200000,18,17100000,7900000,28700000,11100000, Approved
3245,3, Yes,7100000,25400000,10,20600000,5300000,16000000,8600000, Approved
3246,1, No,8600000,31500000,16,19700000,13400000,22200000,5300000, Approved
3247,2, Yes,5400000,14800000,6,1000000,400000,13100000,5400000, Approved
3248,3, Yes,1000000,2500000,6,2900000,600000,2000000,500000, Approved
3249,0, No,5400000,18400000,8,12100000,3000000,13000000,4800000, Approved
3250,2, No,4200000,16800000,4,6500000,4500000,10500000,5800000, Approved
3251,2, No,7500000,22400000,14,8100000,3900000,15300000,9400000, Approved
3252,4, No,1200000,3300000,2,2200000,500000,4700000,1100000, Approved
3253,4, Yes,6300000,14500000,10,3800000,12300000,16500000,5700000, Rejected
3254,4, Yes,300000,900000,4,300000,400000,600000,400000, Approved
3255,3, No,7400000,28800000,8,20000000,7900000,23600000,7200000, Rejected
3256,5, No,2200000,5400000,12,4900000,3300000,7000000,1600000, Approved
3257,5, No,4000000,9100000,10,600000,6400000,9900000,5500000, Rejected
3258,4, Yes,2700000,10400000,16,6100000,3700000,5600000,4000000, Approved
3259,0, Yes,2000000,6900000,4,4900000,1600000,4200000,3000000, Approved
3260,4, No,6400000,14800000,6,2300000,3700000,18600000,6500000, Rejected
3261,5, Yes,1400000,5100000,4,2100000,900000,4000000,1300000, Approved
3262,0, Yes,2800000,6300000,12,4100000,0,8700000,2300000, Approved
3263,2, Yes,8200000,28700000,14,23300000,16100000,17700000,4300000, Rejected
3264,3, No,9000000,26700000,14,5300000,0,31300000,5200000, Approved
3265,5, Yes,800000,2100000,12,1200000,1000000,3100000,900000, Rejected
3266,4, Yes,6100000,21200000,6,700000,7200000,22300000,6100000, Approved
3267,4, Yes,2400000,9400000,2,3700000,300000,7100000,3500000, Approved
3268,4, Yes,6000000,17000000,12,15300000,3200000,22100000,3900000, Approved
3269,2, Yes,7900000,22500000,6,8100000,5300000,17900000,8100000, Approved
3270,3, Yes,9500000,25700000,18,16900000,13600000,29300000,10100000, Rejected
3271,3, Yes,1800000,6400000,20,1500000,2900000,4400000,1300000, Rejected
3272,3, Yes,5800000,14100000,12,11700000,4400000,15400000,8400000, Approved
3273,3, No,2800000,9400000,10,7000000,3500000,7700000,1500000, Rejected
3274,3, Yes,4000000,8300000,8,3700000,7400000,15200000,5900000, Rejected
3275,1, No,1000000,3400000,18,2300000,400000,3100000,1200000, Approved
3276,0, No,9100000,21100000,20,5900000,6200000,33700000,5600000, Approved
3277,0, No,4600000,18100000,14,2800000,200000,15600000,3300000, Rejected
3278,2, No,7800000,16900000,6,17400000,6300000,20400000,11700000, Approved
3279,4, Yes,6600000,18800000,10,16500000,9500000,20000000,6200000, Rejected
3280,5, No,9800000,26600000,12,5200000,2900000,22500000,14100000, Approved
3281,1, No,7400000,26600000,18,2200000,2400000,22400000,3900000, Rejected
3282,3, Yes,4300000,16600000,10,5700000,3700000,12800000,5800000, Approved
3283,2, Yes,9800000,34600000,16,12400000,14900000,34700000,6100000, Approved
3284,5, No,1100000,3900000,20,3200000,1200000,3800000,1100000, Approved
3285,3, Yes,8600000,21800000,20,5300000,8800000,24000000,9100000, Approved
3286,0, Yes,9400000,35500000,16,9300000,11800000,30500000,5800000, Approved
3287,3, Yes,5300000,20300000,14,15000000,0,17200000,5900000, Rejected
3288,1, Yes,8700000,33800000,18,18300000,11500000,31500000,5900000, Approved
3289,3, Yes,4800000,14200000,12,10400000,700000,9800000,2400000, Rejected
3290,4, No,4400000,9800000,18,2400000,2400000,15100000,4400000, Approved
3291,1, Yes,5400000,19300000,12,5000000,1800000,20300000,6500000, Approved
3292,5, Yes,8400000,31900000,10,18900000,10300000,22000000,9100000, Approved
3293,1, Yes,5400000,19500000,18,12100000,800000,17000000,3500000, Approved
3294,3, Yes,9400000,32100000,10,22700000,5800000,29400000,11400000, Approved
3295,0, Yes,800000,2400000,4,500000,800000,2800000,500000, Approved
3296,0, No,3800000,14800000,10,5900000,5700000,9500000,4600000, Rejected
3297,4, No,3100000,6300000,4,8600000,4100000,8800000,2800000, Rejected
3298,3, Yes,6000000,21300000,4,4700000,8900000,17300000,7600000, Approved
3299,2, Yes,6800000,15500000,12,9900000,1200000,21800000,8500000, Rejected
3300,5, No,5200000,11700000,6,8100000,5100000,11400000,5600000, Approved
3301,0, No,1900000,6700000,12,3000000,3200000,4900000,1700000, Approved
3302,5, Yes,3600000,8500000,20,4400000,6400000,7400000,4500000, Approved
3303,3, Yes,1500000,4100000,14,600000,2000000,4800000,2100000, Approved
3304,3, No,2000000,5800000,8,3000000,3100000,5500000,1000000, Approved
3305,5, No,9200000,18600000,20,1000000,300000,24200000,10700000, Rejected
3306,0, Yes,6100000,15900000,18,12900000,10800000,19100000,8800000, Rejected
3307,5, No,300000,500000,8,400000,300000,1200000,200000, Rejected
3308,1, No,800000,2300000,10,900000,900000,2900000,1100000, Approved
3309,0, No,3300000,9000000,16,3000000,6400000,10300000,3300000, Approved
3310,1, No,5800000,18700000,20,14100000,3000000,15600000,6000000, Approved
3311,5, No,8500000,23400000,16,25100000,16500000,24500000,4800000, Approved
3312,0, Yes,4100000,12800000,8,3700000,700000,9400000,2700000, Approved
3313,2, No,7800000,26400000,4,2200000,8400000,16600000,6700000, Approved
3314,0, No,7500000,23000000,14,8900000,4800000,20200000,7100000, Approved
3315,2, No,2300000,8800000,18,1800000,800000,5200000,1500000, Rejected
3316,4, Yes,600000,2300000,6,1700000,600000,2000000,300000, Rejected
3317,1, No,2900000,11500000,20,3600000,3800000,5900000,3100000, Rejected
3318,5, No,900000,2200000,2,600000,1700000,2900000,700000, Rejected
3319,5, Yes,9000000,20400000,6,5200000,11400000,28200000,9000000, Rejected
3320,1, No,4800000,14300000,4,12400000,7900000,17700000,3600000, Rejected
3321,1, No,1600000,4600000,12,800000,600000,3900000,1500000, Rejected
3322,3, No,2600000,8100000,12,7300000,1900000,6800000,2200000, Rejected
3323,4, Yes,1800000,4600000,14,1700000,2400000,4700000,1600000, Rejected
3324,5, Yes,4400000,11800000,20,5900000,7300000,15200000,4300000, Approved
3325,2, No,200000,300000,20,0,0,400000,300000, Rejected
3326,4, Yes,800000,2100000,6,700000,300000,2900000,1200000, Rejected
3327,3, No,1500000,3200000,4,2000000,400000,3700000,1400000, Approved
3328,0, Yes,7700000,16900000,14,22100000,4000000,29000000,6400000, Rejected
3329,5, Yes,7200000,21300000,2,9900000,1700000,20400000,7200000, Approved
3330,4, No,1000000,2300000,16,200000,100000,2000000,1000000, Rejected
3331,1, No,6300000,17200000,12,10100000,4200000,24700000,8500000, Approved
3332,3, No,1900000,4100000,12,4600000,1100000,5300000,2100000, Approved
3333,5, No,4400000,15300000,4,200000,5400000,17500000,2400000, Approved
3334,0, No,9100000,26400000,6,15800000,1100000,35300000,5700000, Rejected
3335,2, Yes,900000,2300000,20,0,1200000,3400000,1300000, Rejected
3336,0, Yes,4600000,12000000,12,4500000,700000,16200000,3600000, Rejected
3337,2, Yes,9400000,22700000,14,4000000,16900000,24700000,11500000, Rejected
3338,5, No,6900000,26500000,16,20500000,9800000,17100000,9400000, Rejected
3339,2, No,300000,900000,8,800000,400000,500000,100000, Approved
3340,5, Yes,1900000,6700000,2,4200000,200000,3900000,1700000, Approved
3341,4, Yes,4400000,16400000,6,5400000,7500000,13100000,5700000, Rejected
3342,4, Yes,1200000,4100000,16,900000,900000,2300000,900000, Approved
3343,1, Yes,1000000,3000000,10,2900000,500000,3300000,800000, Approved
3344,0, No,3100000,10400000,18,1300000,5000000,7200000,1600000, Approved
3345,1, Yes,2100000,6300000,16,2400000,2200000,4400000,2200000, Approved
3346,0, No,2100000,4700000,2,4000000,1300000,8100000,1200000, Rejected
3347,4, No,9400000,33300000,18,20600000,5600000,32200000,7200000, Rejected
3348,2, No,9700000,37700000,6,300000,3100000,23800000,11800000, Approved
3349,4, No,1400000,2700000,18,600000,1300000,5400000,900000, Approved
3350,2, No,4700000,14600000,20,8200000,6000000,14100000,6800000, Approved
3351,3, Yes,4100000,13300000,10,1900000,5500000,13200000,6100000, Approved
3352,4, Yes,1200000,2800000,6,3300000,300000,4200000,1400000, Rejected
3353,5, No,7900000,27800000,16,23300000,12500000,17200000,10600000, Approved
3354,2, No,6600000,15000000,16,13600000,6600000,23500000,3300000, Rejected
3355,0, No,2200000,8800000,4,1600000,2300000,8300000,2000000, Approved
3356,3, No,5500000,17600000,8,5800000,7800000,20300000,3100000, Approved
3357,4, No,5100000,15500000,8,6700000,8100000,13600000,6700000, Rejected
3358,2, Yes,3900000,7700000,10,9700000,7500000,14100000,2100000, Rejected
3359,5, No,200000,400000,6,300000,300000,400000,100000, Approved
3360,4, No,5800000,14700000,10,2300000,10100000,17700000,3900000, Approved
3361,5, No,8300000,20700000,2,8400000,14300000,19700000,7800000, Rejected
3362,5, Yes,2600000,5500000,8,6700000,800000,7200000,1300000, Approved
3363,1, No,2100000,8100000,6,4600000,2900000,4900000,2900000, Approved
3364,4, No,3900000,10800000,20,4700000,1600000,14500000,2300000, Rejected
3365,1, Yes,5200000,16300000,6,11000000,3400000,20700000,4600000, Rejected
3366,3, Yes,7800000,24400000,20,6700000,5100000,17700000,4100000, Rejected
3367,3, Yes,5400000,14300000,4,4100000,2800000,19300000,4900000, Approved
3368,2, No,2900000,11000000,2,4900000,3200000,11500000,1400000, Approved
3369,4, No,7100000,28300000,6,5600000,7100000,26000000,9700000, Approved
3370,1, Yes,800000,2500000,4,1300000,1000000,3100000,900000, Approved
3371,5, Yes,3400000,12800000,10,9800000,4300000,11000000,4600000, Approved
3372,1, Yes,6800000,17600000,14,5500000,5600000,18100000,7700000, Rejected
3373,4, Yes,7000000,27100000,12,8300000,9400000,17200000,9500000, Approved
3374,0, Yes,9300000,24500000,10,20200000,700000,32600000,5400000, Approved
3375,2, No,7500000,19900000,10,3500000,13000000,19900000,5900000, Approved
3376,3, Yes,8000000,31200000,20,7300000,8400000,16000000,6000000, Rejected
3377,5, Yes,1600000,4100000,2,1400000,1000000,4200000,1000000, Approved
3378,1, Yes,6700000,18800000,6,8700000,5900000,18000000,6100000, Approved
3379,3, No,3800000,11400000,4,5800000,4000000,9600000,4400000, Approved
3380,1, Yes,2700000,5400000,6,4800000,1500000,6100000,2600000, Rejected
3381,3, No,1300000,2900000,8,3800000,1900000,3800000,1800000, Approved
3382,4, No,3400000,10500000,16,3100000,4500000,11100000,4500000, Rejected
3383,3, No,3400000,10900000,14,5400000,1600000,7700000,3000000, Approved
3384,5, Yes,2400000,6800000,8,1900000,1300000,9500000,1900000, Rejected
3385,0, No,1900000,6900000,4,2100000,3700000,4300000,2200000, Approved
3386,4, No,700000,2200000,6,300000,200000,2500000,300000, Approved
3387,1, No,6900000,20900000,4,3200000,1800000,25000000,5200000, Approved
3388,5, Yes,300000,800000,18,400000,200000,900000,400000, Approved
3389,3, No,6000000,18700000,10,6600000,6200000,23300000,6700000, Rejected
3390,1, No,4300000,16400000,20,6700000,6200000,10200000,5700000, Rejected
3391,4, No,5800000,13500000,14,13800000,9300000,20400000,7900000, Approved
3392,2, Yes,3300000,6700000,8,1300000,4600000,12300000,3200000, Approved
3393,2, No,400000,1500000,4,700000,500000,1200000,300000, Approved
3394,5, No,300000,600000,4,500000,200000,700000,200000, Rejected
3395,1, No,4200000,10700000,6,7400000,7000000,14000000,4700000, Rejected
3396,2, Yes,600000,2300000,12,400000,900000,1200000,400000, Rejected
3397,5, Yes,4400000,15200000,6,9500000,2200000,16700000,5800000, Rejected
3398,0, Yes,9200000,29400000,2,9200000,13800000,32000000,5300000, Approved
3399,2, Yes,6900000,25300000,4,9000000,3600000,21300000,5500000, Approved
3400,5, Yes,5100000,13700000,14,12100000,8900000,19400000,4700000, Rejected
3401,4, No,3400000,12700000,2,3300000,6100000,7700000,3700000, Approved
3402,4, Yes,8600000,26800000,12,7400000,2800000,32100000,11700000, Approved
3403,3, Yes,9200000,28900000,8,13900000,8300000,32400000,4900000, Rejected
3404,5, Yes,4800000,16300000,4,8800000,2300000,10000000,2800000, Approved
3405,4, No,2800000,8300000,14,3200000,1100000,9100000,1500000, Rejected
3406,1, Yes,3400000,7000000,4,3100000,1600000,13000000,4000000, Rejected
3407,5, Yes,800000,2200000,14,2200000,1200000,1700000,1100000, Approved
3408,1, No,4100000,11100000,6,12000000,2900000,9000000,5900000, Rejected
3409,0, No,1900000,3800000,16,800000,500000,4000000,2100000, Rejected
3410,5, Yes,6700000,25400000,14,10300000,8100000,18500000,3900000, Approved
3411,0, No,5200000,13400000,2,12000000,7900000,20400000,6200000, Rejected
3412,3, Yes,6700000,16400000,2,4400000,10900000,25300000,9200000, Rejected
3413,1, Yes,4700000,15000000,20,2100000,2500000,10100000,3800000, Approved
3414,0, No,6000000,22000000,12,1400000,2000000,14100000,7000000, Approved
3415,5, Yes,6500000,18900000,12,5100000,1900000,18200000,7800000, Rejected
3416,3, No,500000,2000000,12,800000,700000,1800000,400000, Approved
3417,4, No,5700000,13300000,2,9400000,3000000,11800000,8200000, Rejected
3418,4, Yes,6800000,20000000,12,20200000,10900000,26900000,6600000, Approved
3419,5, No,3100000,12300000,18,4900000,1900000,6100000,2800000, Approved
3420,3, No,5100000,11000000,16,11800000,2900000,12900000,2700000, Approved
3421,1, Yes,6300000,23900000,10,16300000,4900000,16800000,4500000, Approved
3422,5, Yes,4400000,14100000,10,5300000,4900000,17500000,2600000, Approved
3423,1, No,8100000,21900000,6,15100000,5400000,27500000,6600000, Approved
3424,1, No,1100000,3700000,2,200000,0,2200000,1300000, Approved
3425,0, Yes,2400000,6900000,4,5100000,4500000,6000000,3400000, Approved
3426,3, Yes,7000000,26300000,12,14300000,12800000,15100000,9900000, Rejected
3427,1, Yes,8700000,30000000,12,21900000,12700000,30600000,12700000, Rejected
3428,0, Yes,3500000,12600000,10,1200000,2500000,10400000,3600000, Rejected
3429,1, Yes,1600000,5300000,4,1400000,1400000,4900000,1300000, Approved
3430,5, Yes,7800000,17300000,16,800000,4500000,16300000,9300000, Rejected
3431,2, No,3700000,9200000,10,8500000,2000000,10200000,3100000, Approved
3432,4, No,400000,1400000,18,-100000,0,900000,600000, Approved
3433,0, No,4800000,15700000,10,4900000,7400000,17100000,6400000, Rejected
3434,0, Yes,2900000,7500000,18,3200000,300000,7500000,4000000, Approved
3435,5, Yes,5000000,14600000,18,11800000,2500000,19800000,4900000, Rejected
3436,0, Yes,7600000,18100000,16,12800000,5900000,29800000,10600000, Rejected
3437,1, No,3000000,9400000,4,600000,3500000,9600000,2000000, Approved
3438,3, Yes,200000,700000,18,400000,100000,500000,0, Rejected
3439,5, Yes,6800000,19000000,8,9500000,7200000,25000000,6300000, Approved
3440,5, Yes,9700000,27400000,2,0,18400000,22000000,7900000, Rejected
3441,0, Yes,1200000,4200000,4,2800000,2200000,2800000,1500000, Approved
3442,5, Yes,7400000,24000000,16,4300000,6700000,20600000,8700000, Approved
